udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,twf,hdf,pwf,osf,rnf,machine_failure,cons_number
6700,M21559,M,301.7,310.8,1516,40.4,48,0,0,0,0,0,0,21559
3612,L50791,L,301.7,310.9,1405,46.4,207,1,0,0,0,1,1,50791
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,30736
1722,L48901,L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,48901
5429,L52608,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,52608
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0,56275
3121,H32534,H,300.1,309.4,1563,40.8,28,0,0,0,0,0,0,32534
2608,L49787,L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,49787
3634,M18493,M,302.2,311.3,1521,40.6,52,0,0,0,0,0,0,18493
5166,L52345,L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,52345
2907,L50086,L,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,50086
8734,M23593,M,297.3,308.7,1447,44.5,105,0,0,0,0,0,0,23593
7026,H36439,H,300.6,310.6,1448,44.7,55,0,0,0,0,0,0,36439
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,19662
8247,L55426,L,299.0,310.3,1552,39.9,114,0,0,0,0,0,0,55426
3645,L50824,L,302.2,311.5,1548,32.4,81,0,0,0,0,0,0,50824
6007,M20866,M,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,20866
8285,L55464,L,298.8,310.6,1651,33.3,0,0,0,0,0,0,0,55464
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,47437
3181,M18040,M,300.2,309.4,1433,48.8,191,0,0,0,0,0,0,18040
9814,L56993,L,298.3,309.1,1387,52.3,160,0,0,0,0,0,0,56993
6204,L53383,L,301.0,310.9,1404,41.8,71,0,0,0,0,0,0,53383
4837,L52016,L,303.3,311.8,1315,62.0,42,0,1,0,0,0,1,52016
6673,L53852,L,301.6,310.7,1424,50.5,214,0,0,0,0,0,0,53852
2403,L49582,L,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,49582
8189,M23048,M,299.6,310.9,1530,38.8,198,0,0,0,0,0,0,23048
4735,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0,51914
2740,L49919,L,299.8,309.2,1572,35.4,158,0,0,0,0,0,0,49919
7133,L54312,L,300.5,309.9,1423,47.9,114,0,0,0,0,0,0,54312
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,30301
4447,L51626,L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,51626
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,54878
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,53167
3408,L50587,L,301.2,310.4,1381,49.8,115,0,0,0,0,0,0,50587
6249,L53428,L,300.8,310.1,1405,61.2,189,0,0,1,1,0,1,53428
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0,54727
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,49292
7197,H36610,H,300.1,310.1,1426,42.7,64,0,0,0,0,0,0,36610
5007,M19866,M,303.7,312.8,1366,47.3,49,0,0,0,0,0,0,19866
2370,M17229,M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,17229
8468,L55647,L,298.6,309.8,1704,28.3,64,0,0,0,0,0,0,55647
3648,L50827,L,302.2,311.5,1427,43.8,88,0,0,0,0,0,0,50827
6146,M21005,M,301.1,311.1,1436,41.8,156,0,0,0,0,0,0,21005
9695,L56874,L,298.9,310.0,1559,33.4,58,0,0,0,0,0,0,56874
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0,56239
5450,L52629,L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,52629
5411,M20270,M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,20270
6813,L53992,L,300.9,310.6,1350,53.8,131,0,0,0,0,0,0,53992
5230,H34643,H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,34643
3482,L50661,L,302.0,310.9,1663,31.5,81,0,0,0,0,0,0,50661
2192,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,49371
8931,L56110,L,297.4,308.4,1571,39.4,0,0,0,0,0,0,0,56110
8445,M23304,M,298.6,309.9,1818,24.9,9,0,0,0,0,0,0,23304
5386,H34799,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,34799
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,48527
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,47945
9419,L56598,L,298.0,308.4,1432,46.2,11,0,0,0,0,0,0,56598
2298,L49477,L,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,49477
8947,M23806,M,297.3,308.2,1846,24.5,41,0,0,0,0,0,0,23806
3444,L50623,L,301.5,310.5,1535,39.0,204,0,0,0,0,0,0,50623
2808,M17667,M,299.9,309.3,1452,41.9,106,0,0,0,0,0,0,17667
9279,H38692,H,298.2,308.8,1606,39.9,53,0,0,0,0,0,0,38692
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,48448
4164,L51343,L,302.1,310.5,1696,30.9,107,0,0,0,0,0,0,51343
5356,H34769,H,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,34769
2008,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,49187
9323,M24182,M,298.5,309.3,1512,38.1,170,0,0,0,0,0,0,24182
5919,L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,53098
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,47525
3267,L50446,L,301.3,310.1,1269,56.8,195,0,0,0,1,0,1,50446
5809,L52988,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0,52988
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,34076
7485,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,22344
8097,M22956,M,300.2,311.7,1555,37.4,169,0,0,0,0,0,0,22956
3405,L50584,L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0,50584
7887,M22746,M,300.6,312.2,2174,18.5,95,0,0,0,0,0,0,22746
9631,L56810,L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0,56810
6853,H36266,H,301.0,311.2,1602,32.7,19,0,0,0,0,0,0,36266
2949,L50128,L,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,50128
4524,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,51703
2406,L49585,L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,49585
3386,L50565,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0,50565
2663,M17522,M,299.9,309.4,1483,38.1,193,0,0,0,0,0,0,17522
6064,L53243,L,301.1,311.1,1450,43.3,168,0,0,0,0,0,0,53243
2554,L49733,L,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,49733
3777,L50956,L,302.5,311.1,1538,36.8,208,0,0,0,0,0,0,50956
6900,L54079,L,300.9,311.6,1671,33.5,148,0,0,0,0,0,0,54079
9563,M24422,M,299.7,311.0,1435,50.1,168,0,0,0,0,0,0,24422
9795,L56974,L,298.5,309.3,1590,33.9,107,0,0,0,0,0,0,56974
5461,M20320,M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,20320
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,19730
5868,L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0,53047
9865,M24724,M,298.9,309.9,1645,31.4,86,0,0,0,0,0,0,24724
5905,M20764,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,20764
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,49291
624,L47803,L,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,47803
5284,L52463,L,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,52463
3391,H32804,H,301.5,310.7,1599,40.4,72,0,0,0,0,0,0,32804
9791,L56970,L,298.6,309.5,1483,43.2,92,0,0,0,0,0,0,56970
6341,H35754,H,300.5,309.9,1397,45.9,210,1,0,0,0,0,1,35754
7215,M22074,M,299.9,309.8,1625,41.2,109,0,0,0,0,0,0,22074
3521,L50700,L,301.9,311.0,1669,32.2,191,0,0,0,0,0,0,50700
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,47459
6322,L53501,L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0,53501
2763,L49942,L,299.8,309.2,1479,44.4,214,0,0,0,0,0,0,49942
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,16272
5589,M20448,M,302.5,311.8,1566,37.6,54,0,0,0,0,0,0,20448
7552,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0,22411
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,22587
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,48567
8336,M23195,M,299.0,309.8,2240,15.9,144,0,0,0,0,0,0,23195
5252,M20111,M,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,20111
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,47484
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,56455
4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,51588
8611,L55790,L,297.4,308.3,1561,38.3,0,0,0,0,0,0,0,55790
7769,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0,22628
7903,M22762,M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0,22762
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,16057
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,51698
2041,L49220,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,49220
3705,M18564,M,302.0,311.2,1400,49.5,20,0,0,0,0,0,0,18564
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,51282
2725,M17584,M,299.8,309.3,1470,42.7,119,0,0,0,0,0,0,17584
5055,L52234,L,303.8,312.9,1619,35.7,182,0,0,0,0,0,0,52234
6787,L53966,L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0,53966
1660,L48839,L,298.1,308.0,1697,31.0,164,0,0,0,0,0,0,48839
9877,H39290,H,298.8,309.7,1461,55.1,118,0,0,0,0,0,0,39290
7880,M22739,M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0,22739
6231,M21090,M,301.3,311.0,1641,33.0,145,0,0,0,0,0,0,21090
8792,M23651,M,297.4,308.5,1412,45.5,49,0,0,0,0,0,0,23651
8432,H37845,H,298.9,310.1,1324,54.6,185,0,0,0,0,0,0,37845
1885,M16744,M,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,16744
7099,L54278,L,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,54278
7495,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0,54674
6094,L53273,L,301.0,310.8,1375,57.2,20,0,0,0,0,0,0,53273
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0,51943
679,M15538,M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,15538
8070,M22929,M,300.5,311.9,1875,22.1,100,0,0,0,0,0,0,22929
8682,L55861,L,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,55861
2234,L49413,L,299.5,308.7,2549,13.0,179,0,0,1,0,0,1,49413
661,M15520,M,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,15520
6771,M21630,M,301.3,310.8,1509,40.1,25,0,0,0,0,0,0,21630
4763,M19622,M,303.7,312.0,2663,11.4,71,0,0,1,0,0,1,19622
8516,L55695,L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0,55695
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,18819
8695,L55874,L,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,55874
7669,L54848,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,54848
3115,M17974,M,299.9,309.2,1683,30.5,13,0,0,0,0,0,0,17974
3848,M18707,M,302.3,311.0,1450,45.7,175,0,0,0,0,0,0,18707
3400,L50579,L,301.4,310.7,1605,34.2,94,0,0,0,0,0,0,50579
1943,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,49122
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,15653
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,48010
6020,L53199,L,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,53199
6095,M20954,M,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,20954
1335,L48514,L,299.0,310.4,1365,49.1,226,0,0,0,1,0,1,48514
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,52481
4958,M19817,M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0,19817
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,54514
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,15307
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,49100
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,48194
7546,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,54725
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,49177
8787,L55966,L,297.5,308.5,1306,50.7,38,0,0,0,0,0,0,55966
846,L48025,L,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,48025
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,15382
9179,L56358,L,297.8,309.0,1340,56.9,6,0,0,0,0,0,0,56358
9842,M24701,M,298.3,309.2,1359,51.4,21,0,0,0,0,0,0,24701
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,49016
5128,M19987,M,304.3,313.5,2245,15.1,172,0,0,0,0,0,0,19987
8442,L55621,L,298.6,309.9,1630,30.6,2,0,0,0,0,0,0,55621
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,30849
7861,L55040,L,300.5,312.0,1415,44.6,23,0,0,0,0,0,0,55040
1557,H30970,H,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,30970
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,51328
9095,M23954,M,297.3,308.1,1370,58.8,199,0,0,0,0,0,0,23954
9418,H38831,H,298.1,308.4,1515,43.8,6,0,0,0,0,0,0,38831
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,15718
7138,M21997,M,300.6,310.0,1486,41.2,127,0,0,0,0,0,0,21997
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,54813
6134,L53313,L,301.1,311.1,1470,40.9,125,0,0,0,0,0,0,53313
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,48984
9274,H38687,H,298.2,308.7,1520,35.7,40,0,0,0,0,0,0,38687
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0,54723
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,48141
6022,L53201,L,300.7,310.8,1814,21.4,59,0,0,0,0,0,0,53201
8879,L56058,L,298.1,309.2,1802,26.9,83,0,0,0,0,0,0,56058
6877,L54056,L,300.8,311.2,1430,54.4,85,0,0,0,0,0,0,54056
7228,L54407,L,299.7,309.6,1720,27.1,146,0,0,0,0,0,0,54407
6121,M20980,M,300.9,311.2,1472,40.0,93,0,0,0,0,0,0,20980
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,47470
3436,L50615,L,301.5,310.5,1389,54.9,187,0,0,0,0,0,0,50615
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,54836
1007,L48186,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,48186
3825,L51004,L,302.3,310.9,1620,30.3,112,0,0,0,0,0,0,51004
6084,L53263,L,300.9,310.7,1389,50.0,214,0,0,0,0,0,0,53263
3519,L50698,L,301.9,311.0,1376,44.9,186,0,0,0,0,0,0,50698
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,48006
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,51218
618,M15477,M,298.1,310.0,1393,43.1,65,0,0,0,0,0,0,15477
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0,19680
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0,23899
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,54929
2896,M17755,M,300.7,309.6,1473,48.1,87,0,0,0,0,0,0,17755
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,51298
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,47301
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,47356
3078,L50257,L,300.1,309.3,1841,23.0,125,0,0,0,0,0,0,50257
5951,L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,53130
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,54768
6141,L53320,L,300.8,310.7,1589,34.3,144,0,0,0,0,0,0,53320
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,33758
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,16235
2770,M17629,M,300.0,309.6,1477,38.1,13,0,0,0,0,0,0,17629
7794,L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0,54973
5459,L52638,L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,52638
6851,M21710,M,301.0,311.2,1521,35.8,13,0,0,0,0,0,0,21710
6887,M21746,M,300.8,311.3,1465,43.2,113,0,0,0,0,0,0,21746
5211,L52390,L,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,52390
3633,L50812,L,302.1,311.3,1634,30.6,50,0,0,0,0,0,0,50812
8402,H37815,H,298.5,309.4,1671,31.8,108,0,0,0,0,0,0,37815
9981,L57160,L,298.6,308.4,1559,36.6,188,0,0,0,0,0,0,57160
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,54480
2432,M17291,M,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,17291
7864,M22723,M,300.5,311.9,1511,44.5,30,0,0,0,0,0,0,22723
8001,M22860,M,300.8,312.0,1443,53.3,151,0,0,0,0,0,0,22860
7567,L54746,L,300.3,311.0,1613,34.7,142,0,0,0,0,0,0,54746
7351,L54530,L,299.7,310.2,1469,39.5,26,0,0,0,0,0,0,54530
6202,M21061,M,301.0,310.9,1510,44.5,66,0,0,0,0,0,0,21061
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,47562
5273,M20132,M,303.6,313.0,1396,38.2,117,0,0,0,0,0,0,20132
2550,L49729,L,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,49729
6210,L53389,L,300.7,310.6,1407,40.5,87,0,0,0,0,0,0,53389
991,L48170,L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,48170
2033,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,49212
1556,L48735,L,298.4,308.6,1491,42.0,120,0,0,0,0,0,0,48735
6393,L53572,L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,53572
5653,L52832,L,302.4,311.8,1727,26.5,213,0,0,0,0,0,0,52832
3508,M18367,M,301.7,310.8,1502,34.4,157,0,0,0,0,0,0,18367
3540,L50719,L,302.0,311.0,1686,32.5,25,0,0,0,0,0,0,50719
8011,L55190,L,300.8,311.8,1323,61.1,178,0,0,0,0,0,0,55190
6071,L53250,L,300.9,310.9,1615,32.0,183,0,0,0,0,0,0,53250
2836,L50015,L,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,50015
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,51778
1779,L48958,L,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,48958
1771,H31184,H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,31184
2365,L49544,L,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,49544
9619,L56798,L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,56798
3495,L50674,L,301.9,311.0,1356,45.7,119,0,0,0,0,0,0,50674
6859,L54038,L,301.0,311.2,1467,45.4,36,0,0,0,0,0,0,54038
8587,H38000,H,297.3,307.9,1461,37.5,161,0,0,0,0,0,0,38000
2230,L49409,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,49409
9606,M24465,M,298.9,310.1,1484,37.9,73,0,0,0,0,0,0,24465
6479,L53658,L,300.5,309.8,1663,29.1,145,0,0,0,0,0,1,53658
7752,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,22611
4996,L52175,L,303.6,312.6,1540,39.8,21,0,0,0,0,0,0,52175
3415,L50594,L,301.3,310.3,1555,41.2,131,0,0,0,0,0,0,50594
7141,L54320,L,300.5,309.9,1382,46.5,134,0,0,0,0,0,0,54320
9389,M24248,M,297.5,307.9,1544,37.9,136,0,0,0,0,0,0,24248
6483,L53662,L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,53662
5268,M20127,M,303.5,312.9,1438,42.8,106,0,0,0,0,0,0,20127
5396,L52575,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,52575
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,30185
8644,L55823,L,297.5,308.5,1448,54.3,83,0,0,0,0,0,0,55823
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,52030
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,51194
2212,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,17071
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,47418
4777,L51956,L,303.5,312.1,1522,36.4,107,0,0,0,0,0,0,51956
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,15656
3790,L50969,L,302.3,310.8,1650,32.4,26,0,0,0,0,0,0,50969
6534,L53713,L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,53713
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0,0,0,0,0,56291
5015,L52194,L,303.8,313.0,1452,38.6,72,0,0,0,0,0,0,52194
887,L48066,L,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,48066
6926,M21785,M,301.1,311.6,1266,55.5,210,0,0,0,0,0,0,21785
3018,L50197,L,300.5,309.8,1305,51.7,202,0,0,0,0,0,0,50197
2972,M17831,M,300.7,309.5,1393,43.9,81,0,0,0,0,0,0,17831
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,15030
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,47492
1599,L48778,L,297.9,308.0,1501,36.7,4,0,0,0,0,0,0,48778
7829,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,22688
5043,L52222,L,304.1,313.2,1569,35.8,146,0,0,0,0,0,0,52222
8652,M23511,M,297.4,308.4,1564,35.0,105,0,0,0,0,0,0,23511
1976,L49155,L,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,49155
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,16655
1929,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0,49108
4118,L51297,L,301.9,310.5,1340,55.7,204,0,0,0,1,0,1,51297
3596,L50775,L,301.6,310.4,1517,41.1,167,0,0,0,0,0,0,50775
9676,M24535,M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0,24535
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,54830
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,48359
7359,M22218,M,299.5,310.1,1659,31.5,44,0,0,0,0,0,0,22218
3079,M17938,M,300.1,309.4,1349,56.2,127,0,0,0,0,0,0,17938
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,47421
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,52582
8375,L55554,L,298.8,309.7,1225,63.4,37,0,0,0,0,0,0,55554
4573,M19432,M,302.9,311.0,1556,36.5,44,0,0,0,0,0,0,19432
3054,H32467,H,300.2,309.3,1506,35.6,63,0,0,0,0,0,0,32467
3155,L50334,L,300.4,309.7,1534,42.5,127,0,0,0,0,0,0,50334
8588,M23447,M,297.4,307.9,1627,34.3,166,0,0,0,0,0,0,23447
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,48078
8948,M23807,M,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,23807
3458,M18317,M,301.5,310.4,2639,12.0,21,0,0,1,0,0,1,18317
8822,H38235,H,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,38235
3372,L50551,L,301.4,310.7,1989,21.8,19,0,0,0,0,0,0,50551
7061,H36474,H,300.6,310.4,1479,35.6,150,0,0,0,0,0,0,36474
7537,L54716,L,300.1,311.3,2579,12.5,64,0,0,1,0,0,1,54716
1748,L48927,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0,48927
2769,L49948,L,300.0,309.5,1675,30.2,11,0,0,0,0,0,0,49948
8132,H37545,H,299.9,311.2,1364,49.6,50,0,0,0,0,0,0,37545
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,30186
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,24111
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,31341
9023,L56202,L,297.4,308.3,1548,46.6,7,0,0,0,0,0,0,56202
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,38587
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,48956
6132,H35545,H,301.0,311.0,1640,37.6,118,0,0,0,0,0,0,35545
8134,L55313,L,299.8,311.1,1466,46.1,58,0,0,0,0,0,0,55313
4536,L51715,L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0,51715
6831,M21690,M,301.0,310.9,1359,53.4,180,0,0,0,0,0,0,21690
2466,L49645,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,49645
1019,L48198,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,48198
5118,L52297,L,304.1,313.6,1611,31.4,144,0,0,0,0,0,0,52297
8257,H37670,H,299.0,310.5,1336,56.8,136,0,0,0,0,0,0,37670
6038,L53217,L,300.7,311.1,1426,46.2,97,0,0,0,0,0,0,53217
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0,24009
3008,L50187,L,300.4,309.7,1314,50.2,179,0,0,0,0,0,0,50187
9883,L57062,L,298.8,309.8,1895,22.0,134,0,0,0,0,0,0,57062
7456,M22315,M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0,22315
6767,M21626,M,301.4,311.0,1427,43.2,13,0,0,0,0,0,0,21626
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,15111
5692,L52871,L,302.4,311.8,1320,56.4,100,0,0,0,0,0,0,52871
4553,M19412,M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0,19412
3096,M17955,M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,17955
3616,M18475,M,301.8,311.1,1647,31.6,6,0,0,0,0,0,0,18475
6154,L53333,L,301.0,311.1,1236,64.4,177,0,0,0,1,0,1,53333
8562,L55741,L,298.2,308.9,1332,44.4,100,0,0,0,0,0,0,55741
